# name	address	city	state	zipcode	phone	website	general email	ceo name	ceo email
Warner Music Group	75 Rockefeller Plaza	New York	NY	10019	212-275-2000	www.wmg.com	mediainquiries@wmg.com	Edgar Bronfman Jr.	None
Washington Mutual	1301 Second Ave.	Seattle	WA	98101	206-461-2000	www.wamu.com	customerservice@wamu.com	Kerry K. Killinger	None
Washington Post	1150 15th St. N.W.	Washington	DC	20071	202-334-6000	www.washpostco.com	TWPCoReply@washpost.com	Donald E. Graham	None
Waste Management	1001 Fannin St.	Houston	TX	77002	713-512-6200	www.wm.com	wmcares@wm.com	David P. Steiner	None
Watsco	2665 S. Bayshore Dr.	Coral Gables	FL	33133	305-714-4100	www.watsco.com	mailto:info@watsco.com	Albert H. Nahmad	None
Watson Pharmaceuticals	311 Bonnie Circle	Corona	CA	92880	951-493-5300	www.watson.com	None	Paul M. Bisaro	None
Weis Markets	1000 S. Second St.	Sunbury	PA	17801	570-286-4571	www.weismarkets.com	feedback@weismarkets.com	Norman S. Rich	None
WellPoint	120 Monument Circle	Indianapolis	IN	46204	317-532-6000	www.wellpoint.com	info@wellpoint.com	Angela F. Braly	None
Wells Fargo	420 Montgomery St.	San Francisco	CA	94163	866-878-5865	www.wellsfargo.com	corpcsf@wellsfargo.com	John G. Stumpf	None
Wendy's International	4288 W. Dublin-Granville Rd.	Dublin	OH	43017	614-764-3100	www.wendys-invest.com	international_opportunities@wendys.com	Kerrii B. Anderson	None
Werner Enterprises	14507 Frontier Rd.	Papillion	NE	68138	402-895-6640	www.werner.com	None	Gregory L. Werner	None
Wesco International	225 West Station Square Dr.	Uptown	PA	15219	412-454-2200	www.wesco.com	ewells@wesco.com	Roy W. Haley	None
West	11808 Miracle Hills Dr.	Omaha	NE	68154	402-963-1200	www.west.com	employment@west.com	Thomas B. Barker	None
Westar Energy	818 S. Kansas Ave.	Topeka	KS	66612	785-575-6300	www.westarenergy.com	None	William B. Moore	None
Western & Southern Financial Group	400 Broadway	Cincinnati	OH	45202	513-629-1800	www.westernsouthern.com	sales@westernsouthern.com	John F. Barrett	None
Western Digital	20511 Lake Forest Dr.	Lake Forest	CA	92630	949-672-7000	www.westerndigital.com	westerndigital@custhelp.com	John F. Coyne	None
Western Refining	123 W. Mills Ave.	El Paso	TX	79901	915-534-1400	www.wnr.com	sales@wnr.com	Paul L. Foster	None
Western Union	12500 E. Belford Ave.	Englewood	CO	80112	866-405-5012	www.westernunion.com	luella.dangelo@westernunion.com	Christina A. Gold	None
Westlake Chemical	2801 Post Oak Blvd.	Houston	TX	77056	713-960-9111	www.westlake.com	mediarelations@westlake.com	Albert Chao	None
Weyerhaeuser	33663 Weyerhaeuser Way S.	Federal Way	WA	98063	253-924-2345	www.weyerhaeuser.com	info@weyerhaeuser.com	Daniel S. Fulton	None
WGL Holdings	101 Constitution Ave. N.W.	Washington	DC	20080	703-750-2000	www.wglholdings.com	madams@washgas.com	James H. DeGraffenreidt Jr.	None
Whirlpool	2000 North M-63	Benton Harbor	MI	49022	269-923-5000	www.whirlpoolcorp.com	whirlpool_customerexperience@whirlpool.com.	Jeff M. Fettig	None
Whole Foods Market	550 Bowie St.	Austin	TX	78703	512-477-4455	www.wholefoodsmarket.com	Kate.Lowery@wholefoods.com	John P. Mackey	None
Williams	1 Williams Center	Tulsa	OK	74172	918-573-2000	www.williams.com	info@williams.com	Steven J. Malcolm	None
Williams-Sonoma	3250 Van Ness Ave.	San Francisco	CA	94109	415-421-7900	www.williams-sonomainc.com	None	W. HowardLester	None
Windstream	4001 Rodney Parham Rd.	Little Rock	AR	72212	501-748-7000	www.windstream.com	support@windstream.net	Jeffrey R. Gardner	None
Winn-Dixie Stores	5050 Edgewood Court	Jacksonville	FL	32254	904-783-5000	www.winn-dixie.com	MichaelIstre@winn-dixie.com	Peter L. Lynch	None
Wisconsin Energy	231 W. Michigan St.	Milwaukee	WI	53203	414-221-2345	www.wisconsinenergy.com	customerserv@edisonsault.com	Gale E. Klappa	None
Wm. Wrigley Jr.	410 N. Michigan Ave.	Chicago	IL	60611	312-644-2121	www.wrigley.com	drp@wrigley.com	William D. Perez	None
World Fuel Services	9800 N.W. 41st St.	Miami	FL	33178	305-428-8000	www.wfscorp.com	information@wfscorp.com	Paul H. Stebbins	None
Worthington Industries	200 Old Wilson Bridge Road	Worthington	OH	43085	614-438-3210	www.worthingtonindustries.com	jmcconnell@worthingtonindustries.com	John P. McConnell	None
Wyeth	5 Giralda Farms	Madison	NJ	07940	973-660-5000	www.wyeth.com	pr@wyeth.com	Bernard Poussot	None
Wyndham Worldwide	7 Sylvan Way	Parsippany	NJ	07054	973-753-6000	www.wyndhamworldwide.com	None	Stephen P. Holmes	None
Wynn Resorts	3131 Las Vegas Blvd. S.	Las Vegas	NV	89109	702-770-7555	www.wynnresorts.com	guestcomments@wynnlasvegas.com Stephen A. Wynn	None
Xcel Energy	414 Nicollet Mall	Minneapolis	MN	55401	612-330-5500	www.xcelenergy.com	boardofdirectors@xcelenergy.com	Richard C. Kelly	
Xerox	45 Glover Ave.	Norwalk	CT	06850	203-968-3000	www.xerox.com	support@xeroxduplicators.com	Anne M. Mulcahy	None
Xilinx	2100 Logic Dr.	San Jose	CA	95124	408-559-7778	www.xilinx.com	publicrelations@xilinx.com	Willem P. Roelandts	
XTO Energy	810 Houston St.	Fort Worth	TX	76102	817-870-2800	www.xtoenergy.com	info@XTOEnergy.com	Bob R. Simpson	None
Yahoo	701 First Ave.	Sunnyvale	CA	94089	408-349-3300	www.yahoo.com	service@yahoo.com	Jerry Yang	None
YRC Worldwide	10990 Roe Ave.	Leawood	KS	66211	913-696-6100	www.yrcw.com	sdawson@lakpr.com	William D. Zollars	None
Yum Brands	1441 Gardiner Lane	Louisville	KY	40213	502-874-8300	www.yum.com	None	David C. Novak	None
Zale	901 W. Walnut Hill Lane	Irving	TX	75038	972-580-4000	www.zalecorp.com	CustomerService@zales.com	Neal Goldberg	None
Zimmer Holdings	345 E. Main St.	Warsaw	IN	46580	574-267-6131	www.zimmer.com	zimmer.infoperson@zimmer.com	David C. Dvorak	None
Zions Bancorp.	1 S. Main St.	Salt Lake City	UT	84111	801-524-4787	www.zionsbancorporation.com	None	Harris H. Simmons	None
